Year,State,District,Crop,Season,Area(in Hectares),Production(in Tonnes)
1998,ANDHRA PRADESH                ,NALGONDA,Urad,Rabi,2700,900
1998,ANDHRA PRADESH                ,NELLORE,Arhar,Kharif,600,400
1998,ANDHRA PRADESH                ,NELLORE,Arhar,Rabi,200,100
1998,ANDHRA PRADESH                ,NELLORE,Bajra,Kharif,2300,4200
1998,ANDHRA PRADESH                ,NELLORE,Cotton(lint),Kharif,7100,5600
1998,ANDHRA PRADESH                ,NELLORE,Dry chillies,Whole year,3300,9300
1998,ANDHRA PRADESH                ,NELLORE,Groundnut,Kharif,5300,8800
1998,ANDHRA PRADESH                ,NELLORE,Groundnut,Rabi,17300,43100
1998,ANDHRA PRADESH                ,NELLORE,Horse-gram,Rabi,800,300
1998,ANDHRA PRADESH                ,NELLORE,Jowar,Rabi,200,100
1998,ANDHRA PRADESH                ,NELLORE,Maize,Kharif,100,200
1998,ANDHRA PRADESH                ,NELLORE,Maize,Rabi,100,100
1998,ANDHRA PRADESH                ,NELLORE,Moong,Kharif,400,200
1998,ANDHRA PRADESH                ,NELLORE,Moong,Rabi,6600,1700
1998,ANDHRA PRADESH                ,NELLORE,Ragi,Kharif,300,300
1998,ANDHRA PRADESH                ,NELLORE,Ragi,Rabi,500,1000
1998,ANDHRA PRADESH                ,NELLORE,Rice,Kharif,44700,133400
1998,ANDHRA PRADESH                ,NELLORE,Rice,Rabi,183300,542300
1998,ANDHRA PRADESH                ,NELLORE,Sesamum,Kharif,900,200
1998,ANDHRA PRADESH                ,NELLORE,Sesamum,Rabi,1300,300
1998,ANDHRA PRADESH                ,NELLORE,Sugarcane,Whole year,6100,546100
1998,ANDHRA PRADESH                ,NELLORE,Sunflower,Kharif,4100,3000
1998,ANDHRA PRADESH                ,NELLORE,Sunflower,Rabi,300,200
1998,ANDHRA PRADESH                ,NELLORE,Tobacco,Whole year,12900,14000
1998,ANDHRA PRADESH                ,NELLORE,Urad,Kharif,100,100
1998,ANDHRA PRADESH                ,NELLORE,Urad,Rabi,5900,3900
1998,ANDHRA PRADESH                ,NIZAMABAD,Arhar,Kharif,2200,800
1998,ANDHRA PRADESH                ,NIZAMABAD,Bajra,Rabi,5000,2300
1998,ANDHRA PRADESH                ,NIZAMABAD,Castor seed,Kharif,200,100
1998,ANDHRA PRADESH                ,NIZAMABAD,Cotton(lint),Kharif,20000,28500
1998,ANDHRA PRADESH                ,NIZAMABAD,Dry chillies,Whole year,2800,6200
1998,ANDHRA PRADESH                ,NIZAMABAD,Gram,Rabi,2600,300
1998,ANDHRA PRADESH                ,NIZAMABAD,Groundnut,Kharif,300,400
1998,ANDHRA PRADESH                ,NIZAMABAD,Groundnut,Rabi,14500,33800
1998,ANDHRA PRADESH                ,NIZAMABAD,Jowar,Kharif,3400,2000
1998,ANDHRA PRADESH                ,NIZAMABAD,Jowar,Rabi,22700,17600
1998,ANDHRA PRADESH                ,NIZAMABAD,Maize,Kharif,49500,206600
1998,ANDHRA PRADESH                ,NIZAMABAD,Maize,Rabi,5800,18400
1998,ANDHRA PRADESH                ,NIZAMABAD,Moong,Kharif,12500,7500
1998,ANDHRA PRADESH                ,NIZAMABAD,Moong,Rabi,400,100
1998,ANDHRA PRADESH                ,NIZAMABAD,Other Kharif pulses,Kharif,300,100
1998,ANDHRA PRADESH                ,NIZAMABAD,Rice,Kharif,108400,308000
1998,ANDHRA PRADESH                ,NIZAMABAD,Rice,Rabi,50100,127800
1998,ANDHRA PRADESH                ,NIZAMABAD,Sesamum,Kharif,1200,200
1998,ANDHRA PRADESH                ,NIZAMABAD,Sugarcane,Whole year,22100,1966500
1998,ANDHRA PRADESH                ,NIZAMABAD,Sunflower,Kharif,4500,4400
1998,ANDHRA PRADESH                ,NIZAMABAD,Sunflower,Rabi,1500,600
1998,ANDHRA PRADESH                ,NIZAMABAD,Tobacco,Whole year,1100,1800
1998,ANDHRA PRADESH                ,NIZAMABAD,Urad,Kharif,13800,6800
1998,ANDHRA PRADESH                ,NIZAMABAD,Urad,Rabi,1000,500
1998,ANDHRA PRADESH                ,NIZAMABAD,Wheat,Rabi,1600,400
1998,ANDHRA PRADESH                ,PRAKASAM,Arhar,Kharif,46900,29900
1998,ANDHRA PRADESH                ,PRAKASAM,Arhar,Rabi,700,500
1998,ANDHRA PRADESH                ,PRAKASAM,Bajra,Kharif,17200,23800
1998,ANDHRA PRADESH                ,PRAKASAM,Bajra,Rabi,400,500
1998,ANDHRA PRADESH                ,PRAKASAM,Castor seed,Kharif,8700,3000
1998,ANDHRA PRADESH                ,PRAKASAM,Cotton(lint),Kharif,62800,82400
1998,ANDHRA PRADESH                ,PRAKASAM,Dry chillies,Whole year,18900,35600
1998,ANDHRA PRADESH                ,PRAKASAM,Gram,Rabi,13000,25400
1998,ANDHRA PRADESH                ,PRAKASAM,Groundnut,Kharif,6900,5300
1998,ANDHRA PRADESH                ,PRAKASAM,Groundnut,Rabi,12200,18400
1998,ANDHRA PRADESH                ,PRAKASAM,Horse-gram,Rabi,1700,800
1998,ANDHRA PRADESH                ,PRAKASAM,Jowar,Kharif,2400,700
1998,ANDHRA PRADESH                ,PRAKASAM,Jowar,Rabi,3100,4100
1998,ANDHRA PRADESH                ,PRAKASAM,Korra,Kharif,1600,1200
1998,ANDHRA PRADESH                ,PRAKASAM,Maize,Kharif,4500,13800
1998,ANDHRA PRADESH                ,PRAKASAM,Maize,Rabi,1200,5800
1998,ANDHRA PRADESH                ,PRAKASAM,Moong,Kharif,13100,8200
1998,ANDHRA PRADESH                ,PRAKASAM,Moong,Rabi,3200,2600
1998,ANDHRA PRADESH                ,PRAKASAM,Ragi,Rabi,4500,9500
1998,ANDHRA PRADESH                ,PRAKASAM,Rice,Kharif,72100,206700
1998,ANDHRA PRADESH                ,PRAKASAM,Rice,Rabi,73800,248900
1998,ANDHRA PRADESH                ,PRAKASAM,Sesamum,Kharif,3400,600
1998,ANDHRA PRADESH                ,PRAKASAM,Sesamum,Rabi,22100,7400
1998,ANDHRA PRADESH                ,PRAKASAM,Small millets,Kharif,300,200
1998,ANDHRA PRADESH                ,PRAKASAM,Sugarcane,Whole year,300,22600
1998,ANDHRA PRADESH                ,PRAKASAM,Sunflower,Kharif,14300,10800
1998,ANDHRA PRADESH                ,PRAKASAM,Sunflower,Rabi,800,500
1998,ANDHRA PRADESH                ,PRAKASAM,Tobacco,Whole year,74500,80400
1998,ANDHRA PRADESH                ,PRAKASAM,Urad,Kharif,400,300
1998,ANDHRA PRADESH                ,PRAKASAM,Urad,Rabi,11900,6900
1998,ANDHRA PRADESH                ,PRAKASAM,Varagu,Rabi,1600,1400
1998,ANDHRA PRADESH                ,RANGAREDDY,Arhar,Kharif,35600,15400
1998,ANDHRA PRADESH                ,RANGAREDDY,Bajra,Kharif,1400,700
1998,ANDHRA PRADESH                ,RANGAREDDY,Castor seed,Kharif,10500,1900
1998,ANDHRA PRADESH                ,RANGAREDDY,Cotton(lint),Kharif,26400,25400
1998,ANDHRA PRADESH                ,RANGAREDDY,Dry chillies,Whole year,2900,3500
1998,ANDHRA PRADESH                ,RANGAREDDY,Gram,Rabi,5600,700
1998,ANDHRA PRADESH                ,RANGAREDDY,Groundnut,Kharif,1300,600
1998,ANDHRA PRADESH                ,RANGAREDDY,Groundnut,Rabi,7300,9400
1998,ANDHRA PRADESH                ,RANGAREDDY,Horse-gram,Kharif,2000,700
1998,ANDHRA PRADESH                ,RANGAREDDY,Horse-gram,Rabi,400,100
1998,ANDHRA PRADESH                ,RANGAREDDY,Jowar,Kharif,67800,35700
1998,ANDHRA PRADESH                ,RANGAREDDY,Jowar,Rabi,20000,7300
1998,ANDHRA PRADESH                ,RANGAREDDY,Korra,Kharif,200,100
1998,ANDHRA PRADESH                ,RANGAREDDY,Maize,Kharif,5700,13800
1998,ANDHRA PRADESH                ,RANGAREDDY,Maize,Rabi,400,1700
1998,ANDHRA PRADESH                ,RANGAREDDY,Moong,Kharif,16200,10500
1998,ANDHRA PRADESH                ,RANGAREDDY,Ragi,Kharif,10300,6300
1998,ANDHRA PRADESH                ,RANGAREDDY,Ragi,Rabi,100,300
1998,ANDHRA PRADESH                ,RANGAREDDY,Rice,Kharif,30200,55300
1998,ANDHRA PRADESH                ,RANGAREDDY,Rice,Rabi,29800,77000
1998,ANDHRA PRADESH                ,RANGAREDDY,Samai,Kharif,400,100
1998,ANDHRA PRADESH                ,RANGAREDDY,Sesamum,Rabi,1600,100
1998,ANDHRA PRADESH                ,RANGAREDDY,Sugarcane,Whole year,1300,110200
1998,ANDHRA PRADESH                ,RANGAREDDY,Sunflower,Kharif,800,600
1998,ANDHRA PRADESH                ,RANGAREDDY,Sunflower,Rabi,1000,400
1998,ANDHRA PRADESH                ,RANGAREDDY,Urad,Kharif,7800,5100
1998,ANDHRA PRADESH                ,RANGAREDDY,Wheat,Rabi,2000,1400
1998,ANDHRA PRADESH                ,SRIKAKULAM,Arhar,Kharif,1800,1100
1998,ANDHRA PRADESH                ,SRIKAKULAM,Bajra,Kharif,4100,4600
1998,ANDHRA PRADESH                ,SRIKAKULAM,Cotton(lint),Kharif,2000,1600
1998,ANDHRA PRADESH                ,SRIKAKULAM,Dry chillies,Whole year,3500,7300
1998,ANDHRA PRADESH                ,SRIKAKULAM,Groundnut,Kharif,38200,36000
1998,ANDHRA PRADESH                ,SRIKAKULAM,Groundnut,Rabi,8200,9400
1998,ANDHRA PRADESH                ,SRIKAKULAM,Horse-gram,Rabi,19200,7300
1998,ANDHRA PRADESH                ,SRIKAKULAM,Jowar,Kharif,300,100
1998,ANDHRA PRADESH                ,SRIKAKULAM,Jowar,Rabi,300,100
1998,ANDHRA PRADESH                ,SRIKAKULAM,Korra,Kharif,100,100
1998,ANDHRA PRADESH                ,SRIKAKULAM,Maize,Kharif,300,500
1998,ANDHRA PRADESH                ,SRIKAKULAM,Mesta,Kharif,19300,155400
1998,ANDHRA PRADESH                ,SRIKAKULAM,Moong,Kharif,100,100
1998,ANDHRA PRADESH                ,SRIKAKULAM,Moong,Rabi,24300,9100
1998,ANDHRA PRADESH                ,SRIKAKULAM,Ragi,Kharif,4000,4600
1998,ANDHRA PRADESH                ,SRIKAKULAM,Ragi,Rabi,2100,4200
1998,ANDHRA PRADESH                ,SRIKAKULAM,Rice,Kharif,194400,370700
1998,ANDHRA PRADESH                ,SRIKAKULAM,Rice,Rabi,2000,7500
1998,ANDHRA PRADESH                ,SRIKAKULAM,Samai,Kharif,100,100
1998,ANDHRA PRADESH                ,SRIKAKULAM,Sesamum,Kharif,4600,600
1998,ANDHRA PRADESH                ,SRIKAKULAM,Sesamum,Rabi,2000,500
1998,ANDHRA PRADESH                ,SRIKAKULAM,Sugarcane,Whole year,6900,478000
1998,ANDHRA PRADESH                ,SRIKAKULAM,Sunflower,Kharif,100,100
1998,ANDHRA PRADESH                ,SRIKAKULAM,Urad,Kharif,100,100
1998,ANDHRA PRADESH                ,SRIKAKULAM,Urad,Rabi,34800,14300
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Arhar,Kharif,5400,1700
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Bajra,Kharif,25000,28700
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Cotton(lint),Kharif,1300,1100
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Dry chillies,Whole year,5600,10700
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Gram,Rabi,100,300
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Groundnut,Kharif,18100,21100
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Groundnut,Rabi,3700,6300
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Horse-gram,Kharif,500,300
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Horse-gram,Rabi,7000,3800
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Jowar,Kharif,1800,500
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Jowar,Rabi,100,100
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Korra,Kharif,300,300
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Maize,Kharif,6400,8600
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Maize,Rabi,300,1400
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Mesta,Kharif,400,2900
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Moong,Kharif,2700,1700
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Moong,Rabi,2800,1200
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Other Kharif pulses,Kharif,1000,600
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Ragi,Kharif,33300,31900
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Ragi,Rabi,2100,4400
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Rice,Kharif,114900,141300
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Rice,Rabi,3800,14100
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Samai,Kharif,21800,11800
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Sesamum,Kharif,5000,900
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Sesamum,Rabi,9900,2000
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Sugarcane,Whole year,42300,1844300
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Tobacco,Whole year,1400,3200
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Urad,Kharif,2500,2000
1998,ANDHRA PRADESH                ,VISAKHAPATNAM,Urad,Rabi,2900,1900
1998,ANDHRA PRADESH                ,VIZIANAGARM,Arhar,Kharif,1500,900
1998,ANDHRA PRADESH                ,VIZIANAGARM,Bajra,Kharif,4100,5400
1998,ANDHRA PRADESH                ,VIZIANAGARM,Cotton(lint),Kharif,13200,10400
1998,ANDHRA PRADESH                ,VIZIANAGARM,Dry chillies,Whole year,3400,7400
1998,ANDHRA PRADESH                ,VIZIANAGARM,Gram,Rabi,100,300
1998,ANDHRA PRADESH                ,VIZIANAGARM,Groundnut,Kharif,62300,56700
1998,ANDHRA PRADESH                ,VIZIANAGARM,Groundnut,Rabi,6500,6400
1998,ANDHRA PRADESH                ,VIZIANAGARM,Horse-gram,Rabi,37200,7100
1998,ANDHRA PRADESH                ,VIZIANAGARM,Jowar,Kharif,600,200
1998,ANDHRA PRADESH                ,VIZIANAGARM,Korra,Kharif,800,600
1998,ANDHRA PRADESH                ,VIZIANAGARM,Maize,Kharif,800,1700
1998,ANDHRA PRADESH                ,VIZIANAGARM,Maize,Rabi,1600,7900
1998,ANDHRA PRADESH                ,VIZIANAGARM,Mesta,Kharif,49800,382200
1998,ANDHRA PRADESH                ,VIZIANAGARM,Moong,Kharif,600,400
1998,ANDHRA PRADESH                ,VIZIANAGARM,Moong,Rabi,18700,4400
1998,ANDHRA PRADESH                ,VIZIANAGARM,Ragi,Kharif,9200,12500
1998,ANDHRA PRADESH                ,VIZIANAGARM,Ragi,Rabi,2600,5700
1998,ANDHRA PRADESH                ,VIZIANAGARM,Rice,Kharif,133000,295600
1998,ANDHRA PRADESH                ,VIZIANAGARM,Rice,Rabi,3600,13300
1998,ANDHRA PRADESH                ,VIZIANAGARM,Samai,Kharif,1900,1100
1998,ANDHRA PRADESH                ,VIZIANAGARM,Sesamum,Kharif,5600,1000
1998,ANDHRA PRADESH                ,VIZIANAGARM,Sesamum,Rabi,15500,1500
1998,ANDHRA PRADESH                ,VIZIANAGARM,Small millets,Kharif,2700,1800
1998,ANDHRA PRADESH                ,VIZIANAGARM,Sugarcane,Whole year,11600,720800
1998,ANDHRA PRADESH                ,VIZIANAGARM,Tobacco,Whole year,2000,3400
1998,ANDHRA PRADESH                ,VIZIANAGARM,Urad,Kharif,600,400
1998,ANDHRA PRADESH                ,VIZIANAGARM,Urad,Rabi,11000,7200
1998,ANDHRA PRADESH                ,WARANGAL,Arhar,Kharif,32800,11700
1998,ANDHRA PRADESH                ,WARANGAL,Arhar,Rabi,300,100
1998,ANDHRA PRADESH                ,WARANGAL,Bajra,Kharif,500,200
1998,ANDHRA PRADESH                ,WARANGAL,Castor seed,Kharif,5400,1200
1998,ANDHRA PRADESH                ,WARANGAL,Cotton(lint),Kharif,146300,296100
1998,ANDHRA PRADESH                ,WARANGAL,Dry chillies,Whole year,30600,71500
1998,ANDHRA PRADESH                ,WARANGAL,Groundnut,Kharif,28100,28500
1998,ANDHRA PRADESH                ,WARANGAL,Groundnut,Rabi,31300,34100
1998,ANDHRA PRADESH                ,WARANGAL,Horse-gram,Rabi,2000,400
1998,ANDHRA PRADESH                ,WARANGAL,Jowar,Kharif,3400,1700
1998,ANDHRA PRADESH                ,WARANGAL,Jowar,Rabi,16800,9600
1998,ANDHRA PRADESH                ,WARANGAL,Maize,Kharif,34300,99300
1998,ANDHRA PRADESH                ,WARANGAL,Maize,Rabi,11100,39400
1998,ANDHRA PRADESH                ,WARANGAL,Moong,Kharif,43100,23900
1998,ANDHRA PRADESH                ,WARANGAL,Rice,Kharif,133300,376900
1998,ANDHRA PRADESH                ,WARANGAL,Rice,Rabi,74400,195900
1998,ANDHRA PRADESH                ,WARANGAL,Sesamum,Kharif,300,100
1998,ANDHRA PRADESH                ,WARANGAL,Sesamum,Rabi,23100,6800
1998,ANDHRA PRADESH                ,WARANGAL,Sunflower,Kharif,8500,6100
1998,ANDHRA PRADESH                ,WARANGAL,Sunflower,Rabi,200,100
1998,ANDHRA PRADESH                ,WARANGAL,Tobacco,Whole year,1800,2900
1998,ANDHRA PRADESH                ,WARANGAL,Urad,Rabi,200,100
1998,ANDHRA PRADESH                ,WEST GODAVARI,Arhar,Kharif,200,200
1998,ANDHRA PRADESH                ,WEST GODAVARI,Cotton(lint),Kharif,3100,2400
1998,ANDHRA PRADESH                ,WEST GODAVARI,Dry chillies,Whole year,5700,10700
1998,ANDHRA PRADESH                ,WEST GODAVARI,Groundnut,Kharif,700,400
1998,ANDHRA PRADESH                ,WEST GODAVARI,Groundnut,Rabi,4300,6400
1998,ANDHRA PRADESH                ,WEST GODAVARI,Horse-gram,Rabi,1100,400
1998,ANDHRA PRADESH                ,WEST GODAVARI,Jowar,Kharif,400,100
1998,ANDHRA PRADESH                ,WEST GODAVARI,Jowar,Rabi,100,100
1998,ANDHRA PRADESH                ,WEST GODAVARI,Maize,Kharif,500,1100
1998,ANDHRA PRADESH                ,WEST GODAVARI,Maize,Rabi,9200,45800
1998,ANDHRA PRADESH                ,WEST GODAVARI,Moong,Rabi,2300,900
1998,ANDHRA PRADESH                ,WEST GODAVARI,Rice,Kharif,262000,646400
1998,ANDHRA PRADESH                ,WEST GODAVARI,Rice,Rabi,194300,849100
1998,ANDHRA PRADESH                ,WEST GODAVARI,Sesamum,Kharif,1400,500
1998,ANDHRA PRADESH                ,WEST GODAVARI,Sugarcane,Whole year,29000,2321300
1998,ANDHRA PRADESH                ,WEST GODAVARI,Sunflower,Kharif,700,600
1998,ANDHRA PRADESH                ,WEST GODAVARI,Tobacco,Whole year,29200,42400
1998,ANDHRA PRADESH                ,WEST GODAVARI,Urad,Kharif,200,100
1998,ANDHRA PRADESH                ,WEST GODAVARI,Urad,Rabi,5800,2400
1998,ARUNACHAL PRADESH             ,CHANGLANG,Dry chillies,Whole year,535,470
1998,ARUNACHAL PRADESH             ,CHANGLANG,Dry ginger,Kharif,150,795
1998,ARUNACHAL PRADESH             ,CHANGLANG,Groundnut,Rabi,120,126
1998,ARUNACHAL PRADESH             ,CHANGLANG,Maize,Kharif,1575,2450
1998,ARUNACHAL PRADESH             ,CHANGLANG,Potato,Whole year,350,1650
1998,ARUNACHAL PRADESH             ,CHANGLANG,Rapeseed &Mustard,Rabi,4215,3200
1998,ARUNACHAL PRADESH             ,CHANGLANG,Rice,Kharif,11550,14316
1998,ARUNACHAL PRADESH             ,CHANGLANG,Sesamum,Kharif,430,244
1998,ARUNACHAL PRADESH             ,CHANGLANG,Small millets,Kharif,2000,1305
1998,ARUNACHAL PRADESH             ,CHANGLANG,Soyabean,Kharif,520,592
1998,ARUNACHAL PRADESH             ,CHANGLANG,Sugarcane,Whole year,240,4650
1998,ARUNACHAL PRADESH             ,CHANGLANG,Sunflower,Kharif,55,20
1998,ARUNACHAL PRADESH             ,CHANGLANG,Turmeric,Whole year,105,535
1998,ARUNACHAL PRADESH             ,CHANGLANG,Wheat,Rabi,225,230
1998,ARUNACHAL PRADESH             ,D/VALLEY,Dry chillies,Whole year,50,85
1998,ARUNACHAL PRADESH             ,D/VALLEY,Dry ginger,Kharif,2300,17250
1998,ARUNACHAL PRADESH             ,D/VALLEY,Groundnut,Rabi,40,30
1998,ARUNACHAL PRADESH             ,D/VALLEY,Maize,Kharif,5225,7628
1998,ARUNACHAL PRADESH             ,D/VALLEY,Potato,Whole year,480,2400
1998,ARUNACHAL PRADESH             ,D/VALLEY,Rapeseed &Mustard,Rabi,2790,3071
1998,ARUNACHAL PRADESH             ,D/VALLEY,Rice,Kharif,10320,12900
1998,ARUNACHAL PRADESH             ,D/VALLEY,Sesamum,Kharif,133,95
1998,ARUNACHAL PRADESH             ,D/VALLEY,Soyabean,Kharif,335,670
1998,ARUNACHAL PRADESH             ,D/VALLEY,Sunflower,Kharif,20,10
1998,ARUNACHAL PRADESH             ,D/VALLEY,Wheat,Rabi,100,140
1998,ARUNACHAL PRADESH             ,E/KAMENG,Dry chillies,Whole year,45,90
1998,ARUNACHAL PRADESH             ,E/KAMENG,Dry ginger,Kharif,40,160
1998,ARUNACHAL PRADESH             ,E/KAMENG,Groundnut,Rabi,65,74
1998,ARUNACHAL PRADESH             ,E/KAMENG,Maize,Kharif,1601,3042
1998,ARUNACHAL PRADESH             ,E/KAMENG,Potato,Whole year,62,310
1998,ARUNACHAL PRADESH             ,E/KAMENG,Rapeseed &Mustard,Rabi,272,350
1998,ARUNACHAL PRADESH             ,E/KAMENG,Rice,Kharif,8045,8190
1998,ARUNACHAL PRADESH             ,E/KAMENG,Sesamum,Kharif,215,90
1998,ARUNACHAL PRADESH             ,E/KAMENG,Small millets,Kharif,441,358
1998,ARUNACHAL PRADESH             ,E/KAMENG,Soyabean,Kharif,96,205
1998,ARUNACHAL PRADESH             ,E/KAMENG,Sunflower,Kharif,38,26
1998,ARUNACHAL PRADESH             ,E/KAMENG,Wheat,Rabi,5,6
1998,ARUNACHAL PRADESH             ,E/SIANG,Dry chillies,Whole year,100,80
1998,ARUNACHAL PRADESH             ,E/SIANG,Dry ginger,Kharif,80,260
1998,ARUNACHAL PRADESH             ,E/SIANG,Groundnut,Rabi,35,20
1998,ARUNACHAL PRADESH             ,E/SIANG,Maize,Kharif,2478,4717
1998,ARUNACHAL PRADESH             ,E/SIANG,Potato,Whole year,350,3500
1998,ARUNACHAL PRADESH             ,E/SIANG,Rapeseed &Mustard,Rabi,3350,3420
1998,ARUNACHAL PRADESH             ,E/SIANG,Rice,Kharif,7323,12600
1998,ARUNACHAL PRADESH             ,E/SIANG,Sesamum,Kharif,100,78
1998,ARUNACHAL PRADESH             ,E/SIANG,Small millets,Kharif,2109,2656
1998,ARUNACHAL PRADESH             ,E/SIANG,Soyabean,Kharif,341,324
1998,ARUNACHAL PRADESH             ,E/SIANG,Sugarcane,Whole year,133,5616
1998,ARUNACHAL PRADESH             ,E/SIANG,Sunflower,Kharif,29,13
1998,ARUNACHAL PRADESH             ,E/SIANG,Turmeric,Whole year,90,164
1998,ARUNACHAL PRADESH             ,E/SIANG,Wheat,Rabi,400,600
1998,ARUNACHAL PRADESH             ,L/SUBABSIRI,Dry chillies,Whole year,90,180
1998,ARUNACHAL PRADESH             ,L/SUBABSIRI,Dry ginger,Kharif,80,160
1998,ARUNACHAL PRADESH             ,L/SUBABSIRI,Groundnut,Rabi,30,15
1998,ARUNACHAL PRADESH             ,L/SUBABSIRI,Maize,Kharif,4178,4787
1998,ARUNACHAL PRADESH             ,L/SUBABSIRI,Potato,Whole year,150,1170
1998,ARUNACHAL PRADESH             ,L/SUBABSIRI,Rapeseed &Mustard,Rabi,950,410
